policyholder_id,full_name,date_of_birth,age,gender,state,phone,email,license_years,prior_claims_count,credit_score,marital_status
PH01529,SARAH MARTIN,29 Mar 1959,65,M,GA,+1-283-875-3667,yuki449@yahoo.com,4,1,838.0,married
PH01530,Michael Moore,,58,M,GA,6316687367,mark117@yahoo.com,11,1,664.0,Widowed
PH01531,Sam Clark,1967-12-06,57,Male,MA,(629) 144-3363,maria259@hotmail.com,28,1,,Divorced
PH01532,Anna Taylor,06-18-1995,29,M,TX,,raj698@yahoo.com,29,4,552.0,S
PH01533,Maria Robinson,30 Oct 1978,46,MALE,FL,(224) 493-2122,mark645@hotmail.com,8,0,,S
PH01534,DAVID SMITH,07-25-1977,47,female,TX,5039567142,daniel603@outlook.com,5,1,763.0,married
PH01535,AISHA WHITE,06/07/1961,63,F,MA,+1-401-710-6109,daniel177@gmail.com,13,0,,Divorced
PH01536,Michael Thompson,02/01/1996,28,Female,MA,(864) 777-9191,michael492@gmail.com,7,2,486.0,S
PH01537,Carlos Clark,04-09-1956,68,F,OH,(982) 614-4928,lisa612@hotmail.com,27,2,613.0,S
PH01538,Daniel Garcia,13/03/1989,35,MALE,MA,(936) 835-8336,emma229@yahoo.com,21,0,602.0,Widowed
PH01539,Raj Thomas,30 Aug 1997,27,female,CA,,maria396@gmail.com,29,1,659.0,M
PH01540,John Thomas,03/04/1972,52,male,NJ,+1-828-790-6988,daniel56@hotmail.com,20,0,726.0,married
PH01541,John Brown,04/09/1993,31,male,NC,8471088362,mark288@yahoo.com,12,3,,S
PH01542,Sam Johnson,27 May 1990,34,male,NY,6802499998,chris64@outlook.com,19,0,662.0,Single
PH01543,Lisa Miller,10-16-1963,61,male,TX,,daniel99@yahoo.com,2,1,683.0,married
PH01544,CARLOS CLARK,04-23-1963,61,female,NC,+1-332-952-9045,fatima999@gmail.com,26,1,700.0,single
PH01545,Sarah Johnson,20 Jul 1994,30,f,MD,,priya18@gmail.com,13,0,629.0,Married
PH01546,Anna Miller,13 Jan 1966,58,FEMALE,MO,(236) 629-8666,nina139@yahoo.com,30,0,695.0,S
PH01547,ZOE SMITH,1999-06-18,25,female,IL,7089970907,nina400@yahoo.com,29,2,622.0,Widowed
PH01548,Sam Wilson,08 Aug 1981,43,M,MA,,james8@outlook.com,20,2,787.0,Divorced
PH01549,Kevin Moore,31/12/1983,41,M,NY,,maria128@gmail.com,3,0,800.0,single
PH01550,Chris Harris,1965-02-13,59,m,NY,7797718428,sarah321@outlook.com,1,0,,Widowed
PH01551,Chris Martin,08-24-1985,39,m,NJ,+1-215-195-3325,maria333@gmail.com,8,3,669.0,married
PH01552,Emma Wilson,27/09/1991,33,M,VA,+1-849-361-9678,daniel78@yahoo.com,23,4,760.0,M
PH01553,Nina Miller,05-30-1994,30,male,WI,,james469@hotmail.com,14,0,610.0,married
PH01554,James Johnson,06-08-1955,69,FEMALE,GA,(738) 290-5745,mark962@hotmail.com,35,0,629.0,S
PH01555,,1988-06-14,36,f,IN,(984) 200-5258,sam827@yahoo.com,19,2,821.0,married
PH01556,James Moore,1986-11-09,38,F,MI,5869887642,aisha447@yahoo.com,32,0,755.0,Divorced
PH01557,KEVIN CLARK,09-20-1971,53,M,MA,,tom254@gmail.com,21,0,743.0,S
PH01558,Zoe Williams,21/11/1963,61,f,MO,+1-622-950-5411,yuki384@gmail.com,29,0,647.0,single
PH01559,Sam Jones,29/06/1978,46,m,MI,2415068749,michael899@yahoo.com,4,2,686.0,S
PH01560,Tom Taylor,10 Apr 1967,57,Female,CA,+1-351-193-0465,anna364@yahoo.com,10,0,707.0,S
PH01561,PRIYA DAVIS,26/03/1960,64,m,TN,,sam154@yahoo.com,31,2,776.0,single
PH01562,Nina Clark,13 Mar 1989,35,FEMALE,TN,+1-578-772-8196,tom190@yahoo.com,27,0,,S
PH01563,David Martin,03-28-1971,53,M,PA,4031477327,raj459@hotmail.com,22,0,658.0,Widowed
PH01564,Maria Clark,1972-12-29,52,m,MO,(338) 852-4916,tom98@yahoo.com,12,2,847.0,S
PH01565,,04-04-1976,48,Male,NJ,4658606117,carlos55@hotmail.com,5,1,797.0,Married
PH01566,Raj Miller,1994-02-04,30,FEMALE,NJ,,yuki851@hotmail.com,1,0,693.0,Single
PH01567,John Harris,1955-03-08,69,Male,MO,6112763733,aisha670@outlook.com,2,3,700.0,S
PH01568,Nina Thompson,1962-02-23,62,MALE,CA,3227821481,emma402@hotmail.com,6,0,651.0,single
PH01569,James Martin,1993-10-21,31,F,MA,(857) 232-9509,robert81@yahoo.com,32,0,715.0,Single
PH01570,Aisha Jones,13 Dec 1961,63,m,GA,7986452060,nina408@gmail.com,6,1,612.0,Widowed
PH01571,Sam Smith,25/08/1997,27,Male,NY,+1-610-717-5486,maria492@gmail.com,19,0,752.0,Widowed
PH01572,Yuki Thomas,05 Nov 1972,52,F,VA,6592176064,robert913@hotmail.com,9,2,850.0,M
PH01573,Kevin Jackson,10-06-1965,59,female,NY,(572) 506-5116,james937@outlook.com,29,3,620.0,married
PH01574,Nina Jones,1982-08-02,42,Female,WA,+1-290-149-0261,james947@yahoo.com,16,1,619.0,married
PH01575,Carlos Jackson,14 Apr 1980,44,Female,FL,+1-670-546-6662,raj140@gmail.com,22,0,701.0,married
PH01576,Lisa Robinson,1965-08-08,59,f,NC,(233) 215-1029,robert698@outlook.com,6,1,780.0,Single
PH01577,CARLOS WHITE,1983-08-03,41,Male,VA,(408) 206-6173,david252@gmail.com,35,1,560.0,Divorced
PH01578,Lisa Clark,1983-02-16,41,M,WI,(381) 805-0198,daniel279@outlook.com,30,1,685.0,S
PH01579,James Miller,17/09/1963,61,m,OH,4194297158,aisha191@gmail.com,25,2,611.0,M
PH01580,Yuki Thompson,08 Oct 1986,38,FEMALE,FL,(998) 417-8717,anna57@hotmail.com,19,3,508.0,Married
PH01581,Lisa Clark,05-29-1970,54,m,MI,3101696643,james77@gmail.com,23,2,674.0,Divorced
PH01582,Carlos Johnson,10-23-1996,28,Female,MO,6063312061,zoe120@outlook.com,5,0,672.0,single
PH01583,SAM WILSON,16/06/1998,26,M,MO,,kevin559@gmail.com,19,1,630.0,Widowed
PH01584,Kevin Smith,11-02-1962,62,MALE,MO,(544) 543-5497,priya478@gmail.com,19,1,718.0,Widowed
PH01585,Anna Johnson,1995-10-05,29,f,GA,9713424708,michael184@yahoo.com,26,4,755.0,married
PH01586,John Jones,10-20-1965,59,Male,PA,(496) 277-4000,aisha342@yahoo.com,5,0,696.0,Divorced
PH01587,CHRIS BROWN,1976-02-25,48,Male,OH,(669) 654-2518,sarah705@gmail.com,14,0,629.0,Widowed
PH01588,Aisha Robinson,1974-02-19,50,MALE,TN,+1-263-905-8024,nina867@yahoo.com,2,0,618.0,Married
PH01589,John Williams,1976-06-02,48,MALE,NY,+1-432-663-3758,elena906@hotmail.com,1,0,534.0,Single
PH01590,James Harris,06/02/1992,32,male,MA,(786) 630-6404,daniel240@yahoo.com,27,1,571.0,Widowed
PH01591,,08/11/1986,38,Female,IL,3746173198,priya202@gmail.com,2,2,538.0,Widowed
PH01592,ZOE WILSON,2000-10-24,24,MALE,MA,8439398902,anna107@yahoo.com,8,0,594.0,Divorced
PH01593,Aisha Williams,06-11-1997,27,f,NY,6942112917,carlos395@hotmail.com,24,2,592.0,Married
PH01594,Daniel Jones,22/11/1966,58,Female,VA,(322) 195-9205,michael682@hotmail.com,28,1,816.0,single
PH01595,Anna Miller,10 Aug 1986,38,F,GA,,priya532@hotmail.com,11,0,657.0,S
PH01596,ZOE DAVIS,18/02/1957,67,f,TX,,michael350@hotmail.com,27,2,699.0,Divorced
PH01597,Zoe Miller,06 Sep 1976,48,Female,AZ,,nina875@hotmail.com,10,4,750.0,married
PH01598,Sarah Garcia,,63,FEMALE,NJ,(278) 565-5508,kevin747@hotmail.com,29,0,628.0,Widowed
PH01599,Mark Johnson,07 Dec 1961,63,F,MI,,robert75@hotmail.com,29,0,710.0,Married
PH01600,Nina Thompson,10-11-1955,69,female,NC,+1-980-590-1411,maria162@outlook.com,1,2,,married
PH01601,ANNA ROBINSON,06 Dec 1980,44,FEMALE,WI,+1-866-721-4559,john444@outlook.com,20,2,648.0,Widowed
PH01602,Sam Moore,30/10/1983,41,f,MA,,john105@yahoo.com,13,0,850.0,Married
PH01603,NINA ROBINSON,11 Jun 1997,27,Male,MA,+1-556-860-2010,maria598@outlook.com,3,1,482.0,Widowed
PH01604,Elena Thompson,19 Feb 1991,33,M,MO,,lisa518@outlook.com,29,0,750.0,married
PH01605,Fatima Johnson,14 Oct 1992,32,M,MI,8983395933,daniel447@gmail.com,4,1,632.0,Single
PH01606,Sam Miller,04 Jun 2000,24,m,MD,,kevin197@gmail.com,31,0,678.0,Widowed
PH01607,James Thomas,1994-07-11,30,m,FL,(756) 437-8474,lisa850@yahoo.com,26,0,662.0,S
PH01608,Emma Moore,23 Sep 1981,43,F,MO,,james2@outlook.com,23,1,672.0,Widowed
PH01609,FATIMA ROBINSON,08 Mar 1987,37,f,MA,(955) 284-1130,chris579@yahoo.com,25,2,641.0,S
PH01610,Zoe Smith,1958-12-19,66,Male,WI,+1-488-922-6116,aisha771@yahoo.com,14,1,683.0,Widowed
PH01611,Emma White,1958-12-28,66,m,MI,,sam167@gmail.com,26,0,,single
PH01612,ANNA MOORE,1966-08-31,58,FEMALE,NY,,michael769@outlook.com,20,2,721.0,M
PH01613,Emma White,1990-03-15,34,f,CA,(361) 915-9109,anna462@hotmail.com,2,0,716.0,S
PH01614,Carlos Anderson,14/08/1962,62,Female,GA,+1-847-381-5473,priya304@outlook.com,33,0,700.0,single
PH01615,Maria Clark,2000-08-10,24,Female,MO,7679946234,elena60@gmail.com,28,0,617.0,Married
PH01616,DAVID DAVIS,16/09/1974,50,male,MO,,nina755@yahoo.com,23,2,687.0,S
PH01617,DAVID HARRIS,15 Dec 1966,58,MALE,FL,+1-314-199-2206,tom429@hotmail.com,32,2,801.0,Married
PH01618,Emma Robinson,,48,M,FL,+1-892-932-6847,chris702@outlook.com,23,1,707.0,single
PH01619,KEVIN MOORE,07/12/1986,38,male,MI,+1-218-812-0508,david430@yahoo.com,1,0,710.0,Divorced
PH01620,Chris Anderson,07-24-1981,43,F,TX,,michael415@hotmail.com,3,0,746.0,married
PH01621,Lisa Clark,12/01/1972,52,m,OH,,lisa263@gmail.com,1,1,765.0,Married
PH01622,Anna Martin,10-19-1959,65,F,AZ,+1-500-703-9459,daniel758@hotmail.com,31,2,631.0,Widowed
PH01623,Anna Johnson,03 Feb 1996,28,M,AZ,7003987236,fatima254@hotmail.com,11,2,768.0,Widowed
PH01624,Daniel Smith,1997-12-17,27,f,MO,8963819485,fatima116@gmail.com,21,2,712.0,M
PH01625,John Williams,27 Sep 1984,40,female,MI,(203) 541-2499,nina326@outlook.com,26,0,850.0,married
PH01626,Fatima Clark,25 Oct 1990,34,male,AZ,,sarah751@outlook.com,11,0,,Widowed
PH01627,Sam Moore,17/03/1995,29,F,FL,+1-650-950-4679,raj12@gmail.com,16,0,708.0,Single
PH01628,,19 Sep 1979,45,Female,MI,(544) 432-6902,priya899@hotmail.com,24,0,684.0,Married
PH01629,James Robinson,31/07/1988,36,FEMALE,PA,(571) 949-0579,aisha539@outlook.com,31,0,747.0,Married
PH01630,,31/10/1986,38,M,AZ,,chris615@hotmail.com,18,0,621.0,Widowed
PH01631,Zoe White,11/09/1981,43,M,GA,7913050853,kevin78@hotmail.com,13,2,650.0,Single
PH01632,ELENA HARRIS,27/02/1974,50,female,AZ,9035108295,priya460@yahoo.com,21,0,735.0,Widowed
PH01633,Priya Brown,09-13-1995,29,f,IL,(638) 335-3117,emma473@hotmail.com,25,2,576.0,M
PH01634,Elena Thompson,,57,f,NJ,6599832499,sam394@gmail.com,3,2,689.0,M
PH01635,Carlos Smith,1989-09-10,35,f,MI,(593) 915-7135,chris619@gmail.com,32,2,683.0,S
PH01636,Sam Davis,11-17-1957,67,m,MI,2066396439,raj799@outlook.com,21,0,543.0,M
PH01637,John Johnson,18/09/1976,48,m,MA,,priya585@hotmail.com,28,4,701.0,Single
PH01638,Sarah Garcia,07-09-1988,36,female,CA,+1-834-728-0965,aisha869@yahoo.com,32,2,646.0,Divorced
PH01639,RAJ JOHNSON,28/09/1962,62,male,WA,(915) 641-9441,michael116@gmail.com,30,0,850.0,Widowed
PH01640,Sam Thomas,28/05/1974,50,Male,NC,7657813057,elena781@gmail.com,16,0,670.0,Divorced
PH01641,Robert White,19 Jul 1997,27,f,IL,+1-328-143-7463,james341@hotmail.com,34,1,655.0,single
PH01642,David Anderson,1998-06-17,26,f,VA,5613681526,daniel593@gmail.com,27,0,738.0,married
PH01643,David Davis,16/09/1987,37,f,MI,(332) 884-0120,yuki246@outlook.com,14,3,804.0,S
PH01644,,1971-01-10,53,m,MI,+1-471-324-5585,carlos718@gmail.com,30,1,560.0,Married
PH01645,John Robinson,04-17-1956,68,Male,NC,+1-755-471-2844,daniel226@yahoo.com,3,0,720.0,married
PH01646,Priya Thomas,08/04/1968,56,male,WA,(390) 264-9378,sam404@outlook.com,30,1,677.0,Married
PH01647,Michael Jones,1966-11-16,58,f,TX,,sarah682@hotmail.com,29,0,816.0,Single
PH01648,Chris Jackson,1998-07-27,26,Female,GA,,robert377@hotmail.com,34,0,706.0,Single
PH01649,Mark Thompson,06-28-1958,66,f,OH,6551310851,raj40@gmail.com,11,0,723.0,single
PH01650,Maria Johnson,1995-03-04,29,female,WA,(326) 443-1206,daniel72@outlook.com,19,0,736.0,Widowed
PH01651,Robert Thomas,06-03-1979,45,f,NY,,maria762@gmail.com,26,1,,single
PH01652,MARIA GARCIA,1978-09-07,46,Male,OH,(617) 117-3793,tom444@gmail.com,34,2,752.0,single
PH01653,Nina Brown,06 Dec 1962,62,FEMALE,NJ,,anna116@yahoo.com,12,0,642.0,married
PH01654,Maria Williams,12-11-1959,65,Female,VA,,raj626@outlook.com,4,0,724.0,single
PH01655,LISA WILLIAMS,06/01/1961,63,Female,AZ,,sam888@outlook.com,4,1,584.0,married
PH01656,Aisha Davis,1958-07-26,66,female,MO,,raj226@gmail.com,13,0,733.0,single
PH01657,Nina Johnson,04-02-1966,58,male,MA,+1-564-303-9350,kevin775@yahoo.com,13,0,735.0,Divorced
PH01658,Carlos Miller,1988-04-01,36,f,NY,,fatima548@gmail.com,21,1,850.0,M
PH01659,Fatima Wilson,26/06/1957,67,F,TX,,john960@outlook.com,33,2,739.0,S
PH01660,RAJ BROWN,21 Aug 1955,69,MALE,PA,9139407646,james43@yahoo.com,31,1,,single
PH01661,SAM THOMAS,19 Jul 1962,62,Male,FL,+1-351-205-6495,carlos826@hotmail.com,17,1,725.0,Divorced
PH01662,Daniel Moore,04/01/1972,52,MALE,FL,3226615909,daniel609@gmail.com,20,0,654.0,Divorced
PH01663,David Robinson,30/08/1990,34,female,PA,(942) 100-0072,kevin243@hotmail.com,4,1,573.0,Divorced
PH01664,Zoe Anderson,01 Aug 1987,37,MALE,FL,(289) 910-2252,carlos770@hotmail.com,16,2,645.0,Married
PH01665,Sam White,15/07/1986,38,f,NJ,,james955@outlook.com,9,0,620.0,Divorced
PH01666,Nina Miller,28/12/1976,48,Male,MD,+1-416-502-5889,carlos671@yahoo.com,16,0,726.0,Single
PH01667,Emma Moore,01-04-1955,69,FEMALE,NC,(576) 685-0526,tom756@yahoo.com,6,3,,married
PH01668,Mark Robinson,08-01-1971,53,Male,IL,+1-660-195-6891,anna364@gmail.com,27,3,675.0,S
PH01669,Anna Johnson,01/09/1991,33,f,GA,,daniel382@yahoo.com,25,1,532.0,M
PH01670,PRIYA DAVIS,07-20-1978,46,MALE,IN,7252895835,aisha100@yahoo.com,5,0,696.0,M
PH01671,James Williams,07 Apr 1994,30,F,WI,2589215249,sam192@yahoo.com,2,2,730.0,M
PH01672,Daniel Jackson,1997-12-30,27,m,MA,7444455348,yuki645@outlook.com,13,0,610.0,M
PH01673,Carlos White,12-09-1961,63,m,WA,(803) 229-5084,tom939@yahoo.com,11,1,618.0,married
PH01674,John Davis,15/03/1962,62,Male,OH,,emma884@gmail.com,34,0,838.0,single
PH01675,Zoe Robinson,16/06/1987,37,F,WI,(971) 513-9299,sam553@gmail.com,23,0,619.0,Widowed
PH01676,Carlos Jackson,1964-04-04,60,M,TN,,daniel7@outlook.com,7,2,634.0,Single
PH01677,JOHN GARCIA,27/02/1990,34,FEMALE,OH,+1-470-525-6684,david754@hotmail.com,35,2,769.0,single
PH01678,Zoe Moore,17/07/1995,29,MALE,TN,,michael967@gmail.com,32,0,803.0,single
PH01679,Carlos Wilson,21/07/1990,34,Female,OH,(423) 459-7303,mark111@yahoo.com,7,2,697.0,single
PH01680,John Jones,1975-11-24,49,Male,MI,+1-248-443-9044,priya912@outlook.com,32,0,679.0,Divorced
PH01681,EMMA ROBINSON,12-20-1990,34,Female,MA,(347) 255-6898,chris587@yahoo.com,19,0,,married
PH01682,Raj Smith,02-16-1995,29,female,GA,(530) 958-6973,john742@gmail.com,29,0,,Widowed
PH01683,SAM TAYLOR,27 Jul 1981,43,MALE,NY,(999) 181-1331,sarah934@gmail.com,20,0,780.0,single
PH01684,Michael Williams,1982-03-15,42,Male,AZ,,raj913@gmail.com,21,1,675.0,Married
PH01685,Maria Miller,1979-11-29,45,MALE,CA,+1-462-354-1011,lisa310@outlook.com,12,1,695.0,S
PH01686,John Clark,04 Jun 1969,55,female,FL,2248855615,anna641@yahoo.com,13,1,758.0,Divorced
PH01687,Robert Johnson,23/04/1959,65,M,NC,2645592603,priya435@hotmail.com,16,0,850.0,single
PH01688,,29 Aug 1963,61,F,NJ,+1-934-315-9703,priya502@gmail.com,-3,0,590.0,Divorced
PH01689,SARAH THOMPSON,22 Nov 1986,38,male,MD,,sarah754@yahoo.com,22,0,675.0,single
PH01690,Chris Miller,1991-06-16,33,FEMALE,NC,+1-219-659-8863,raj889@gmail.com,35,2,736.0,Single
PH01691,James Moore,1971-11-15,53,Female,TN,(842) 149-9704,daniel800@outlook.com,3,0,,M
PH01692,Aisha White,20/11/1979,45,M,CA,(762) 597-1518,zoe464@outlook.com,5,0,,M
PH01693,Tom Jones,18 Nov 1958,66,Male,MA,(732) 831-1858,emma88@outlook.com,1,0,642.0,single
PH01694,DAVID DAVIS,1991-03-16,33,FEMALE,NY,+1-450-101-3800,fatima911@outlook.com,28,0,546.0,Single
PH01695,LISA SMITH,1959-11-12,65,male,WI,,sam37@yahoo.com,13,0,532.0,M
PH01696,Nina Anderson,04/06/1980,44,MALE,IL,,john218@yahoo.com,3,2,541.0,single
PH01697,Elena Harris,1976-07-03,48,f,IN,,fatima864@gmail.com,31,3,609.0,Married
PH01698,Michael Thompson,1970-11-04,54,F,MO,(273) 604-7826,emma87@hotmail.com,11,0,708.0,M
PH01699,Emma Thomas,06 Sep 1957,67,M,CA,(901) 590-4764,aisha634@outlook.com,14,4,676.0,Married
PH01700,James Jones,17/08/1989,35,male,NJ,,carlos280@gmail.com,9,1,642.0,married
PH01701,Raj Miller,1960-07-18,64,male,MO,,raj744@outlook.com,14,1,812.0,S
PH01702,Raj Robinson,07/02/1979,45,FEMALE,VA,(708) 799-8465,john268@gmail.com,18,2,720.0,S
PH01703,Aisha Clark,1963-10-16,61,M,OH,(409) 361-1978,aisha284@yahoo.com,25,4,605.0,Widowed
PH01704,Yuki Williams,1984-04-12,40,M,IL,(482) 111-3792,john672@gmail.com,24,0,690.0,Widowed
PH01705,Tom Harris,07 Nov 1979,45,female,MD,(517) 748-3886,james621@outlook.com,33,0,669.0,M
PH01706,MICHAEL JACKSON,21/05/1977,47,m,GA,5517559837,lisa918@outlook.com,3,4,584.0,Single
PH01707,Anna Brown,24/06/1981,43,f,TX,,yuki490@gmail.com,21,0,773.0,Divorced
PH01708,CARLOS WILSON,29/11/1989,35,FEMALE,OH,8549786535,michael345@hotmail.com,31,1,812.0,married
PH01709,MARIA MARTIN,30 Jan 1990,34,F,TX,+1-238-145-6665,zoe888@outlook.com,13,1,640.0,M
PH01710,Sarah Taylor,1993-12-16,31,Male,OH,+1-501-845-1195,elena62@yahoo.com,23,0,,Single
PH01711,Lisa Moore,15 Aug 1993,31,f,IN,(995) 310-4039,james598@hotmail.com,28,0,,Married
PH01712,James Robinson,03 Feb 1996,28,male,FL,,robert740@hotmail.com,17,1,561.0,S
PH01713,Aisha Smith,1999-02-25,25,Male,MA,+1-432-458-0113,emma686@gmail.com,20,0,727.0,Widowed
PH01714,Emma Anderson,1994-12-27,30,Female,WI,,kevin408@yahoo.com,16,0,,Married
PH01715,Chris Robinson,1991-07-23,33,female,TX,+1-900-169-7355,carlos732@outlook.com,3,1,706.0,Single
PH01716,Fatima Miller,,37,F,FL,+1-362-834-8594,kevin979@hotmail.com,15,1,572.0,S
PH01717,Mark Martin,03-23-1990,34,male,MD,(967) 979-3509,lisa148@outlook.com,22,3,747.0,Single
PH01718,Maria Miller,10/08/1963,61,MALE,MA,,john97@gmail.com,22,2,606.0,Married
PH01719,Kevin Clark,1964-04-06,60,MALE,NY,4612341588,elena47@yahoo.com,3,1,675.0,single
PH01720,Sarah Garcia,06/08/1967,57,FEMALE,IN,,james592@yahoo.com,11,0,659.0,Widowed
PH01721,ANNA JACKSON,19 Dec 2000,24,female,NJ,(572) 269-0717,emma112@outlook.com,17,0,546.0,single
PH01722,MICHAEL ROBINSON,15/02/1996,28,M,MD,,sarah857@yahoo.com,23,0,570.0,single
PH01723,Sam Thomas,,26,MALE,TX,5045189818,james365@gmail.com,32,0,798.0,single
PH01724,SARAH TAYLOR,01-07-1982,42,male,AZ,4495195344,kevin639@gmail.com,6,2,710.0,Divorced
PH01725,Fatima Clark,18 Nov 1963,61,Female,WA,6407095710,priya433@yahoo.com,34,0,669.0,married
PH01726,Aisha Williams,01/07/1998,26,Male,TN,(675) 271-2155,priya769@outlook.com,18,3,700.0,Widowed
PH01727,Carlos White,26/07/1996,28,F,MI,3759770482,david289@hotmail.com,11,2,,Married
PH01728,Maria Jones,13 Feb 1996,28,Female,MO,+1-370-908-1798,james396@yahoo.com,19,2,631.0,Divorced
PH01729,Michael Clark,10-20-1957,67,MALE,TN,,lisa224@outlook.com,31,1,769.0,married
PH01730,Tom Moore,07-09-1970,54,M,IN,,elena97@outlook.com,27,0,601.0,Divorced
PH01731,Yuki Moore,1998-12-27,26,m,FL,+1-932-682-3648,anna665@yahoo.com,1,1,688.0,Divorced
PH01732,Aisha Thomas,23 Jun 1972,52,male,FL,2668971512,anna227@yahoo.com,32,1,655.0,Married
PH01733,Robert Harris,16/03/1959,65,f,MA,+1-281-156-9266,priya162@gmail.com,23,0,679.0,Widowed
PH01734,Carlos Moore,1959-02-28,65,F,NY,6509490444,tom499@yahoo.com,27,0,,married
PH01735,Daniel Smith,05-31-1999,25,m,AZ,+1-361-353-1309,sam248@gmail.com,30,1,696.0,Divorced
PH01736,KEVIN JACKSON,1958-11-29,66,f,WI,(912) 874-9461,kevin884@yahoo.com,35,0,708.0,married
PH01737,Lisa Williams,1969-01-29,55,M,PA,2392312990,john86@hotmail.com,14,0,816.0,Widowed
PH01738,,12 Apr 1999,25,MALE,FL,+1-214-821-7870,aisha550@outlook.com,16,0,,Widowed
PH01739,LISA CLARK,13/05/1966,58,F,IN,(661) 584-6521,tom40@outlook.com,34,0,,Divorced
PH01740,Raj White,1975-09-09,49,male,TN,,daniel571@outlook.com,26,3,798.0,married
PH01741,Nina Martin,1963-09-18,61,male,MA,,kevin325@outlook.com,12,0,600.0,M
PH01742,Lisa Wilson,20 Dec 1981,43,female,IL,4361903834,chris619@outlook.com,20,4,777.0,Married
PH01743,Zoe Jones,01 May 1991,33,Female,MD,,daniel466@gmail.com,2,3,710.0,Married
PH01744,Sam Wilson,22/06/1995,29,FEMALE,WA,,daniel217@hotmail.com,-2,0,625.0,married
PH01745,Chris Clark,1960-01-16,64,Male,IL,(520) 425-8371,carlos587@hotmail.com,34,0,,Divorced
PH01746,Elena White,1969-06-04,55,f,PA,(863) 376-4260,sarah743@outlook.com,27,0,739.0,married
PH01747,Michael Moore,30/08/1986,38,m,PA,+1-367-817-5767,fatima119@yahoo.com,21,2,769.0,Divorced
PH01748,Chris Williams,18/06/1969,55,f,NY,8581823740,mark508@yahoo.com,9,0,607.0,Single
PH01749,David Taylor,1990-03-02,34,M,TX,,fatima106@hotmail.com,2,2,560.0,single
PH01750,Sarah Moore,03/05/1988,36,FEMALE,OH,(222) 768-7118,raj488@hotmail.com,24,1,665.0,Married
PH01751,Aisha Robinson,02-20-1968,56,MALE,MI,+1-355-819-1574,michael338@yahoo.com,31,0,684.0,single
PH01752,Mark Robinson,03-31-1979,45,Male,MA,7689007751,john269@yahoo.com,11,1,723.0,M
PH01753,Priya Jackson,2000-02-05,24,M,NY,,robert273@outlook.com,24,4,676.0,Married
PH01754,Maria Davis,1979-02-07,45,f,GA,(271) 683-3088,raj974@yahoo.com,31,1,664.0,married
PH01755,Priya Moore,,29,M,MI,,yuki761@yahoo.com,4,1,750.0,Married
PH01756,John Robinson,13/09/1982,42,Male,TX,+1-684-241-0125,robert237@gmail.com,19,0,672.0,Divorced
PH01757,Michael Taylor,03/06/1962,62,f,NY,,tom603@outlook.com,21,0,758.0,married
PH01758,Maria Jones,06-22-1966,58,M,TN,,nina966@outlook.com,31,4,647.0,Single
PH01759,Aisha Thompson,01-26-1973,51,MALE,MA,+1-201-907-2076,aisha785@gmail.com,10,0,735.0,Widowed
PH01760,Nina Robinson,11-07-1996,28,f,MA,8857820860,robert357@gmail.com,21,0,652.0,Widowed
PH01761,Lisa Taylor,1989-05-14,35,f,CA,(284) 169-3259,robert100@gmail.com,22,0,762.0,Single
PH01762,Elena Miller,30/06/1987,37,female,MI,(621) 895-0650,nina322@yahoo.com,29,0,657.0,Divorced
PH01763,Fatima Williams,1999-02-21,25,M,TX,3152152834,john639@gmail.com,19,1,663.0,Divorced
PH01764,Daniel Anderson,23 Apr 1968,56,Male,PA,(651) 353-9708,tom257@hotmail.com,15,0,739.0,single
PH01765,Anna Clark,1985-10-07,39,female,MI,(767) 611-5454,yuki841@outlook.com,35,2,743.0,Widowed
PH01766,Chris Smith,03 Dec 1972,52,female,WI,3266903930,maria594@outlook.com,14,1,711.0,Married
PH01767,Chris Wilson,27 Apr 1978,46,f,IL,+1-993-964-7460,mark682@gmail.com,34,4,558.0,S
PH01768,James Miller,1975-06-22,49,male,NJ,2231623963,aisha415@outlook.com,31,1,667.0,married
PH01769,Nina Garcia,1965-08-13,59,male,MA,,robert72@outlook.com,22,2,772.0,Divorced
PH01770,Kevin Smith,28 Nov 1966,58,F,WA,+1-489-588-8252,daniel492@hotmail.com,18,1,734.0,Married
PH01771,KEVIN THOMPSON,06-20-1987,37,F,NY,(974) 977-6395,zoe748@outlook.com,18,1,793.0,Married
PH01772,Fatima Jones,1963-04-26,61,m,TN,(561) 727-1084,james564@hotmail.com,5,0,622.0,single
PH01773,LISA DAVIS,12-06-1980,44,female,MO,,anna244@outlook.com,10,0,669.0,Widowed
PH01774,Lisa Thompson,21/02/1961,63,F,VA,(885) 236-2336,aisha100@gmail.com,12,3,820.0,M
PH01775,Fatima Brown,23 Aug 1955,69,MALE,TN,9226089937,maria2@hotmail.com,27,0,,married
PH01776,David Martin,1986-12-24,38,Female,TX,2349346650,michael249@hotmail.com,23,0,729.0,Widowed
PH01777,Fatima Jackson,11 Dec 1992,32,Male,GA,,kevin548@hotmail.com,17,0,754.0,Widowed
PH01778,KEVIN WHITE,1965-08-20,59,Female,IN,+1-772-786-6318,aisha204@yahoo.com,19,3,612.0,Widowed
PH01779,Robert Clark,1983-03-04,41,FEMALE,CA,,anna910@outlook.com,25,1,655.0,married
